"","Region","Treatment","Metabolite","Intensity"
"25380","Basal ganglia","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",33669884
"25381","Basal ganglia","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",72720112
"25382","Basal ganglia","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",17261844
"25383","Basal ganglia","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",58893540
"25384","Basal ganglia","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",32980960
"25385","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",89421088
"25386","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",46900844
"25387","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",47360220
"25388","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",9331636
"25389","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",71759544
"25390","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",72997000
"25391","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",21781810
"25392","Basal ganglia","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",77029776
"25393","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",28949738
"25394","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",36664912
"25395","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",45836864
"25396","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",12411646
"25397","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",22394104
"25398","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",40996088
"25399","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",29113246
"25400","Hypothalamus","Control","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",22686704
"25401","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",42756032
"25402","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",33669752
"25403","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",15259331
"25404","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",32083028
"25405","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",52960104
"25406","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",50184660
"25407","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",19150924
"25408","Hypothalamus","C4","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",27610176
"25409","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",43182596
"25410","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",26509176
"25411","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",36820472
"25412","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",30854166
"25413","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",31159056
"25414","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",59114088
"25415","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",50441692
"25416","Hypothalamus","Est","1-Stearoyl-2-docosahexaenoyl-sn-glycero-3-phospho-(1'-sn-glycerol)",30808438
"25417","Hippocampus","Control","LysoPE(20:4)",23803934
"25418","Hippocampus","Control","LysoPE(20:4)",56333412
"25419","Hippocampus","Control","LysoPE(20:4)",58223664
"25420","Hippocampus","Control","LysoPE(20:4)",16411111
"25421","Hippocampus","Control","LysoPE(20:4)",27536450
"25422","Hippocampus","Control","LysoPE(20:4)",47406052
"25423","Hippocampus","Control","LysoPE(20:4)",51133252
"25424","Hippocampus","Control","LysoPE(20:4)",60196932
"25425","Hippocampus","C4","LysoPE(20:4)",49761492
"25426","Hippocampus","C4","LysoPE(20:4)",21137488
"25427","Hippocampus","C4","LysoPE(20:4)",33847128
"25428","Hippocampus","C4","LysoPE(20:4)",17592222
"25429","Hippocampus","C4","LysoPE(20:4)",62860816
"25430","Hippocampus","C4","LysoPE(20:4)",30970796
"25431","Hippocampus","C4","LysoPE(20:4)",56003072
"25432","Hippocampus","C4","LysoPE(20:4)",48975108
"25433","Hippocampus","Est","LysoPE(20:4)",75923016
"25434","Hippocampus","Est","LysoPE(20:4)",70348040
"25435","Hippocampus","Est","LysoPE(20:4)",25084584
"25436","Hippocampus","Est","LysoPE(20:4)",14130517
"25437","Hippocampus","Est","LysoPE(20:4)",9097071
"25438","Hippocampus","Est","LysoPE(20:4)",6743904
"25439","Hippocampus","Est","LysoPE(20:4)",16244340
"25440","Hippocampus","Est","LysoPE(20:4)",12084250
"25441","Basal ganglia","Control","LysoPE(20:4)",17844040
"25442","Basal ganglia","Control","LysoPE(20:4)",27115578
"25443","Basal ganglia","Control","LysoPE(20:4)",94421568
"25444","Basal ganglia","Control","LysoPE(20:4)",16960320
"25445","Basal ganglia","Control","LysoPE(20:4)",12695443
"25446","Basal ganglia","Control","LysoPE(20:4)",13392097
"25447","Basal ganglia","Control","LysoPE(20:4)",42925132
"25448","Basal ganglia","Control","LysoPE(20:4)",20301728
"25449","Basal ganglia","C4","LysoPE(20:4)",25293932
"25450","Basal ganglia","C4","LysoPE(20:4)",7477534
"25451","Basal ganglia","C4","LysoPE(20:4)",47082160
"25452","Basal ganglia","C4","LysoPE(20:4)",13254671
"25453","Basal ganglia","C4","LysoPE(20:4)",8158688
"25454","Basal ganglia","C4","LysoPE(20:4)",10565073
"25455","Basal ganglia","C4","LysoPE(20:4)",17537292
"25456","Basal ganglia","C4","LysoPE(20:4)",15114314
"25457","Basal ganglia","Est","LysoPE(20:4)",59010452
"25458","Basal ganglia","Est","LysoPE(20:4)",22879048
"25459","Basal ganglia","Est","LysoPE(20:4)",21248410
"25460","Basal ganglia","Est","LysoPE(20:4)",10686775
"25461","Basal ganglia","Est","LysoPE(20:4)",66731924
"25462","Basal ganglia","Est","LysoPE(20:4)",34673240
"25463","Basal ganglia","Est","LysoPE(20:4)",16153771
"25464","Basal ganglia","Est","LysoPE(20:4)",35029032
"25465","Hypothalamus","Control","LysoPE(20:4)",53444836
"25466","Hypothalamus","Control","LysoPE(20:4)",52345696
"25467","Hypothalamus","Control","LysoPE(20:4)",64344348
"25468","Hypothalamus","Control","LysoPE(20:4)",7129745
"25469","Hypothalamus","Control","LysoPE(20:4)",25872710
"25470","Hypothalamus","Control","LysoPE(20:4)",49722428
"25471","Hypothalamus","Control","LysoPE(20:4)",34225324
"25472","Hypothalamus","Control","LysoPE(20:4)",17409988
"25473","Hypothalamus","C4","LysoPE(20:4)",30912510
"25474","Hypothalamus","C4","LysoPE(20:4)",37675080
"25475","Hypothalamus","C4","LysoPE(20:4)",14901532
"25476","Hypothalamus","C4","LysoPE(20:4)",45678740
"25477","Hypothalamus","C4","LysoPE(20:4)",49206048
"25478","Hypothalamus","C4","LysoPE(20:4)",41300076
"25479","Hypothalamus","C4","LysoPE(20:4)",1443507
"25480","Hypothalamus","C4","LysoPE(20:4)",30109642
"25481","Hypothalamus","Est","LysoPE(20:4)",14036475
"25482","Hypothalamus","Est","LysoPE(20:4)",14975214
"25483","Hypothalamus","Est","LysoPE(20:4)",31020700
"25484","Hypothalamus","Est","LysoPE(20:4)",28057152
"25485","Hypothalamus","Est","LysoPE(20:4)",27033816
"25486","Hypothalamus","Est","LysoPE(20:4)",72361760
"25487","Hypothalamus","Est","LysoPE(20:4)",37807564
"25488","Hypothalamus","Est","LysoPE(20:4)",23270492
"25489","Hippocampus","Control","LysoPE(22:6)",48373352
"25490","Hippocampus","Control","LysoPE(22:6)",143032528
"25491","Hippocampus","Control","LysoPE(22:6)",135077328
"25492","Hippocampus","Control","LysoPE(22:6)",39459220
"25493","Hippocampus","Control","LysoPE(22:6)",84978712
"25494","Hippocampus","Control","LysoPE(22:6)",116202696
"25495","Hippocampus","Control","LysoPE(22:6)",110337056
"25496","Hippocampus","Control","LysoPE(22:6)",154166160
"25497","Hippocampus","C4","LysoPE(22:6)",110845440
"25498","Hippocampus","C4","LysoPE(22:6)",65592592
"25499","Hippocampus","C4","LysoPE(22:6)",91037752
"25500","Hippocampus","C4","LysoPE(22:6)",48066192
"25501","Hippocampus","C4","LysoPE(22:6)",149955904
"25502","Hippocampus","C4","LysoPE(22:6)",67821096
"25503","Hippocampus","C4","LysoPE(22:6)",136091024
"25504","Hippocampus","C4","LysoPE(22:6)",121409664
"25505","Hippocampus","Est","LysoPE(22:6)",169993760
"25506","Hippocampus","Est","LysoPE(22:6)",175819504
"25507","Hippocampus","Est","LysoPE(22:6)",56012644
"25508","Hippocampus","Est","LysoPE(22:6)",32742006
"25509","Hippocampus","Est","LysoPE(22:6)",20974336
"25510","Hippocampus","Est","LysoPE(22:6)",16640697
"25511","Hippocampus","Est","LysoPE(22:6)",44766312
"25512","Hippocampus","Est","LysoPE(22:6)",33527408
"25513","Basal ganglia","Control","LysoPE(22:6)",33764508
"25514","Basal ganglia","Control","LysoPE(22:6)",57641972
"25515","Basal ganglia","Control","LysoPE(22:6)",171110016
"25516","Basal ganglia","Control","LysoPE(22:6)",33695812
"25517","Basal ganglia","Control","LysoPE(22:6)",32290966
"25518","Basal ganglia","Control","LysoPE(22:6)",25175302
"25519","Basal ganglia","Control","LysoPE(22:6)",70416296
"25520","Basal ganglia","Control","LysoPE(22:6)",32580060
"25521","Basal ganglia","C4","LysoPE(22:6)",47135108
"25522","Basal ganglia","C4","LysoPE(22:6)",15504489
"25523","Basal ganglia","C4","LysoPE(22:6)",108596792
"25524","Basal ganglia","C4","LysoPE(22:6)",31677494
"25525","Basal ganglia","C4","LysoPE(22:6)",17571978
"25526","Basal ganglia","C4","LysoPE(22:6)",17755540
"25527","Basal ganglia","C4","LysoPE(22:6)",32943516
"25528","Basal ganglia","C4","LysoPE(22:6)",28983498
"25529","Basal ganglia","Est","LysoPE(22:6)",164715712
"25530","Basal ganglia","Est","LysoPE(22:6)",60668164
"25531","Basal ganglia","Est","LysoPE(22:6)",44214020
"25532","Basal ganglia","Est","LysoPE(22:6)",21223978
"25533","Basal ganglia","Est","LysoPE(22:6)",114336856
"25534","Basal ganglia","Est","LysoPE(22:6)",101207688
"25535","Basal ganglia","Est","LysoPE(22:6)",31505952
"25536","Basal ganglia","Est","LysoPE(22:6)",87617744
"25537","Hypothalamus","Control","LysoPE(22:6)",103441520
"25538","Hypothalamus","Control","LysoPE(22:6)",110718936
"25539","Hypothalamus","Control","LysoPE(22:6)",117273408
"25540","Hypothalamus","Control","LysoPE(22:6)",14700066
"25541","Hypothalamus","Control","LysoPE(22:6)",62245952
"25542","Hypothalamus","Control","LysoPE(22:6)",91585752
"25543","Hypothalamus","Control","LysoPE(22:6)",71032256
"25544","Hypothalamus","Control","LysoPE(22:6)",34843320
"25545","Hypothalamus","C4","LysoPE(22:6)",58414004
"25546","Hypothalamus","C4","LysoPE(22:6)",82123960
"25547","Hypothalamus","C4","LysoPE(22:6)",18380166
"25548","Hypothalamus","C4","LysoPE(22:6)",94959216
"25549","Hypothalamus","C4","LysoPE(22:6)",101668792
"25550","Hypothalamus","C4","LysoPE(22:6)",78806920
"25551","Hypothalamus","C4","LysoPE(22:6)",21679816
"25552","Hypothalamus","C4","LysoPE(22:6)",65996316
"25553","Hypothalamus","Est","LysoPE(22:6)",28606872
"25554","Hypothalamus","Est","LysoPE(22:6)",28347896
"25555","Hypothalamus","Est","LysoPE(22:6)",64188756
"25556","Hypothalamus","Est","LysoPE(22:6)",55566892
"25557","Hypothalamus","Est","LysoPE(22:6)",57180296
"25558","Hypothalamus","Est","LysoPE(22:6)",147397632
"25559","Hypothalamus","Est","LysoPE(22:6)",7780484
"25560","Hypothalamus","Est","LysoPE(22:6)",44132764
"25561","Hippocampus","Control","Guanosine-5'-monophosphate",6554430
"25562","Hippocampus","Control","Guanosine-5'-monophosphate",38262408
"25563","Hippocampus","Control","Guanosine-5'-monophosphate",11071686
"25564","Hippocampus","Control","Guanosine-5'-monophosphate",24447610
"25565","Hippocampus","Control","Guanosine-5'-monophosphate",6792226
"25566","Hippocampus","Control","Guanosine-5'-monophosphate",43074960
"25567","Hippocampus","Control","Guanosine-5'-monophosphate",42731364
"25568","Hippocampus","Control","Guanosine-5'-monophosphate",43688536
"25569","Hippocampus","C4","Guanosine-5'-monophosphate",18336948
"25570","Hippocampus","C4","Guanosine-5'-monophosphate",8851665
"25571","Hippocampus","C4","Guanosine-5'-monophosphate",8000102
"25572","Hippocampus","C4","Guanosine-5'-monophosphate",33640048
"25573","Hippocampus","C4","Guanosine-5'-monophosphate",35649136
"25574","Hippocampus","C4","Guanosine-5'-monophosphate",40758464
"25575","Hippocampus","C4","Guanosine-5'-monophosphate",42593088
"25576","Hippocampus","C4","Guanosine-5'-monophosphate",34728168
"25577","Hippocampus","Est","Guanosine-5'-monophosphate",6379147
"25578","Hippocampus","Est","Guanosine-5'-monophosphate",6542402
"25579","Hippocampus","Est","Guanosine-5'-monophosphate",14985382
"25580","Hippocampus","Est","Guanosine-5'-monophosphate",35325312
"25581","Hippocampus","Est","Guanosine-5'-monophosphate",36419664
"25582","Hippocampus","Est","Guanosine-5'-monophosphate",2979665
"25583","Hippocampus","Est","Guanosine-5'-monophosphate",37586388
"25584","Hippocampus","Est","Guanosine-5'-monophosphate",21739968
"25585","Basal ganglia","Control","Guanosine-5'-monophosphate",4791079
"25586","Basal ganglia","Control","Guanosine-5'-monophosphate",39874200
"25587","Basal ganglia","Control","Guanosine-5'-monophosphate",2935109
"25588","Basal ganglia","Control","Guanosine-5'-monophosphate",36939680
"25589","Basal ganglia","Control","Guanosine-5'-monophosphate",40651492
"25590","Basal ganglia","Control","Guanosine-5'-monophosphate",41926336
"25591","Basal ganglia","Control","Guanosine-5'-monophosphate",4213086
"25592","Basal ganglia","Control","Guanosine-5'-monophosphate",39481880
"25593","Basal ganglia","C4","Guanosine-5'-monophosphate",43893528
"25594","Basal ganglia","C4","Guanosine-5'-monophosphate",45512068
"25595","Basal ganglia","C4","Guanosine-5'-monophosphate",22297326
"25596","Basal ganglia","C4","Guanosine-5'-monophosphate",36951020
"25597","Basal ganglia","C4","Guanosine-5'-monophosphate",35828940
"25598","Basal ganglia","C4","Guanosine-5'-monophosphate",36923396
"25599","Basal ganglia","C4","Guanosine-5'-monophosphate",33645420
"25600","Basal ganglia","C4","Guanosine-5'-monophosphate",3880998
"25601","Basal ganglia","Est","Guanosine-5'-monophosphate",48685060
"25602","Basal ganglia","Est","Guanosine-5'-monophosphate",41466752
"25603","Basal ganglia","Est","Guanosine-5'-monophosphate",36166596
"25604","Basal ganglia","Est","Guanosine-5'-monophosphate",40891608
"25605","Basal ganglia","Est","Guanosine-5'-monophosphate",33376650
"25606","Basal ganglia","Est","Guanosine-5'-monophosphate",28364748
"25607","Basal ganglia","Est","Guanosine-5'-monophosphate",42809292
"25608","Basal ganglia","Est","Guanosine-5'-monophosphate",48283204
"25609","Hypothalamus","Control","Guanosine-5'-monophosphate",18313330
"25610","Hypothalamus","Control","Guanosine-5'-monophosphate",26264738
"25611","Hypothalamus","Control","Guanosine-5'-monophosphate",31183712
"25612","Hypothalamus","Control","Guanosine-5'-monophosphate",20791648
"25613","Hypothalamus","Control","Guanosine-5'-monophosphate",25442084
"25614","Hypothalamus","Control","Guanosine-5'-monophosphate",20558016
"25615","Hypothalamus","Control","Guanosine-5'-monophosphate",21179072
"25616","Hypothalamus","Control","Guanosine-5'-monophosphate",29159834
"25617","Hypothalamus","C4","Guanosine-5'-monophosphate",22113474
"25618","Hypothalamus","C4","Guanosine-5'-monophosphate",25026164
"25619","Hypothalamus","C4","Guanosine-5'-monophosphate",29602278
"25620","Hypothalamus","C4","Guanosine-5'-monophosphate",20819322
"25621","Hypothalamus","C4","Guanosine-5'-monophosphate",25547420
"25622","Hypothalamus","C4","Guanosine-5'-monophosphate",32187548
"25623","Hypothalamus","C4","Guanosine-5'-monophosphate",5530498
"25624","Hypothalamus","C4","Guanosine-5'-monophosphate",31205910
"25625","Hypothalamus","Est","Guanosine-5'-monophosphate",20475674
"25626","Hypothalamus","Est","Guanosine-5'-monophosphate",18165104
"25627","Hypothalamus","Est","Guanosine-5'-monophosphate",20576850
"25628","Hypothalamus","Est","Guanosine-5'-monophosphate",21194324
"25629","Hypothalamus","Est","Guanosine-5'-monophosphate",23442908
"25630","Hypothalamus","Est","Guanosine-5'-monophosphate",19116276
"25631","Hypothalamus","Est","Guanosine-5'-monophosphate",25299856
"25632","Hypothalamus","Est","Guanosine-5'-monophosphate",3567827
"25633","Hippocampus","Control","Guanine",3837198
"25634","Hippocampus","Control","Guanine",4861980
"25635","Hippocampus","Control","Guanine",3917172
"25636","Hippocampus","Control","Guanine",2788835
"25637","Hippocampus","Control","Guanine",2889099
"25638","Hippocampus","Control","Guanine",2704271
"25639","Hippocampus","Control","Guanine",2441334
"25640","Hippocampus","Control","Guanine",2166247
"25641","Hippocampus","C4","Guanine",4593054
"25642","Hippocampus","C4","Guanine",4269342
"25643","Hippocampus","C4","Guanine",4173247
"25644","Hippocampus","C4","Guanine",2214210
"25645","Hippocampus","C4","Guanine",3024569
"25646","Hippocampus","C4","Guanine",2662879
"25647","Hippocampus","C4","Guanine",2101807
"25648","Hippocampus","C4","Guanine",1916900
"25649","Hippocampus","Est","Guanine",997144
"25650","Hippocampus","Est","Guanine",3018365
"25651","Hippocampus","Est","Guanine",3659281
"25652","Hippocampus","Est","Guanine",1972153
"25653","Hippocampus","Est","Guanine",2938902
"25654","Hippocampus","Est","Guanine",1459822
"25655","Hippocampus","Est","Guanine",3543921
"25656","Hippocampus","Est","Guanine",2159021
"25657","Basal ganglia","Control","Guanine",7413216
"25658","Basal ganglia","Control","Guanine",8578563
"25659","Basal ganglia","Control","Guanine",5976639
"25660","Basal ganglia","Control","Guanine",7984764
"25661","Basal ganglia","Control","Guanine",11883976
"25662","Basal ganglia","Control","Guanine",11618612
"25663","Basal ganglia","Control","Guanine",6765071
"25664","Basal ganglia","Control","Guanine",3396542
"25665","Basal ganglia","C4","Guanine",7482675
"25666","Basal ganglia","C4","Guanine",2838900
"25667","Basal ganglia","C4","Guanine",19285164
"25668","Basal ganglia","C4","Guanine",11514105
"25669","Basal ganglia","C4","Guanine",9452426
"25670","Basal ganglia","C4","Guanine",8872432
"25671","Basal ganglia","C4","Guanine",13445310
"25672","Basal ganglia","C4","Guanine",845247
"25673","Basal ganglia","Est","Guanine",7818729
"25674","Basal ganglia","Est","Guanine",5454930
"25675","Basal ganglia","Est","Guanine",9505063
"25676","Basal ganglia","Est","Guanine",9533473
"25677","Basal ganglia","Est","Guanine",7965298
"25678","Basal ganglia","Est","Guanine",4621893
"25679","Basal ganglia","Est","Guanine",8938611
"25680","Basal ganglia","Est","Guanine",8341331
"25681","Hypothalamus","Control","Guanine",4915793
"25682","Hypothalamus","Control","Guanine",2887538
"25683","Hypothalamus","Control","Guanine",4584913
"25684","Hypothalamus","Control","Guanine",483742
"25685","Hypothalamus","Control","Guanine",5015116
"25686","Hypothalamus","Control","Guanine",4503994
"25687","Hypothalamus","Control","Guanine",3022738
"25688","Hypothalamus","Control","Guanine",4684206
"25689","Hypothalamus","C4","Guanine",2868178
"25690","Hypothalamus","C4","Guanine",3154006
"25691","Hypothalamus","C4","Guanine",3348980
"25692","Hypothalamus","C4","Guanine",2764437
"25693","Hypothalamus","C4","Guanine",6033790
"25694","Hypothalamus","C4","Guanine",3858352
"25695","Hypothalamus","C4","Guanine",490094
"25696","Hypothalamus","C4","Guanine",2382175
"25697","Hypothalamus","Est","Guanine",1547544
"25698","Hypothalamus","Est","Guanine",3611320
"25699","Hypothalamus","Est","Guanine",3284964
"25700","Hypothalamus","Est","Guanine",2261350
"25701","Hypothalamus","Est","Guanine",3960532
"25702","Hypothalamus","Est","Guanine",1458587
"25703","Hypothalamus","Est","Guanine",3282433
"25704","Hypothalamus","Est","Guanine",6350
"25705","Hippocampus","Control","Hypoxanthine",4818092
"25706","Hippocampus","Control","Hypoxanthine",6246188
"25707","Hippocampus","Control","Hypoxanthine",4430248
"25708","Hippocampus","Control","Hypoxanthine",4036182
"25709","Hippocampus","Control","Hypoxanthine",3944120
"25710","Hippocampus","Control","Hypoxanthine",5645460
"25711","Hippocampus","Control","Hypoxanthine",4487113
"25712","Hippocampus","Control","Hypoxanthine",3052078
"25713","Hippocampus","C4","Hypoxanthine",4576574
"25714","Hippocampus","C4","Hypoxanthine",7620125
"25715","Hippocampus","C4","Hypoxanthine",8284880
"25716","Hippocampus","C4","Hypoxanthine",4124622
"25717","Hippocampus","C4","Hypoxanthine",5307723
"25718","Hippocampus","C4","Hypoxanthine",4617205
"25719","Hippocampus","C4","Hypoxanthine",2967804
"25720","Hippocampus","C4","Hypoxanthine",3054865
"25721","Hippocampus","Est","Hypoxanthine",4113941
"25722","Hippocampus","Est","Hypoxanthine",4053217
"25723","Hippocampus","Est","Hypoxanthine",2654013
"25724","Hippocampus","Est","Hypoxanthine",3331244
"25725","Hippocampus","Est","Hypoxanthine",3453817
"25726","Hippocampus","Est","Hypoxanthine",1460892
"25727","Hippocampus","Est","Hypoxanthine",4708521
"25728","Hippocampus","Est","Hypoxanthine",2799609
"25729","Basal ganglia","Control","Hypoxanthine",4774494
"25730","Basal ganglia","Control","Hypoxanthine",4530796
"25731","Basal ganglia","Control","Hypoxanthine",2450639
"25732","Basal ganglia","Control","Hypoxanthine",1969865
"25733","Basal ganglia","Control","Hypoxanthine",2948931
"25734","Basal ganglia","Control","Hypoxanthine",3243412
"25735","Basal ganglia","Control","Hypoxanthine",1836714
"25736","Basal ganglia","Control","Hypoxanthine",2121348
"25737","Basal ganglia","C4","Hypoxanthine",2297187
"25738","Basal ganglia","C4","Hypoxanthine",2757076
"25739","Basal ganglia","C4","Hypoxanthine",3161434
"25740","Basal ganglia","C4","Hypoxanthine",2889901
"25741","Basal ganglia","C4","Hypoxanthine",4368926
"25742","Basal ganglia","C4","Hypoxanthine",2562394
"25743","Basal ganglia","C4","Hypoxanthine",3626668
"25744","Basal ganglia","C4","Hypoxanthine",3208990
"25745","Basal ganglia","Est","Hypoxanthine",3382924
"25746","Basal ganglia","Est","Hypoxanthine",2642967
"25747","Basal ganglia","Est","Hypoxanthine",2361014
"25748","Basal ganglia","Est","Hypoxanthine",1867817
"25749","Basal ganglia","Est","Hypoxanthine",1829112
"25750","Basal ganglia","Est","Hypoxanthine",1070718
"25751","Basal ganglia","Est","Hypoxanthine",2681472
"25752","Basal ganglia","Est","Hypoxanthine",2482770
"25753","Hypothalamus","Control","Hypoxanthine",2857132
"25754","Hypothalamus","Control","Hypoxanthine",3086066
"25755","Hypothalamus","Control","Hypoxanthine",3550740
"25756","Hypothalamus","Control","Hypoxanthine",15942
"25757","Hypothalamus","Control","Hypoxanthine",3369331
"25758","Hypothalamus","Control","Hypoxanthine",3148460
"25759","Hypothalamus","Control","Hypoxanthine",1493520
"25760","Hypothalamus","Control","Hypoxanthine",2780724
"25761","Hypothalamus","C4","Hypoxanthine",2562872
"25762","Hypothalamus","C4","Hypoxanthine",3403461
"25763","Hypothalamus","C4","Hypoxanthine",3086747
"25764","Hypothalamus","C4","Hypoxanthine",1691585
"25765","Hypothalamus","C4","Hypoxanthine",3341728
"25766","Hypothalamus","C4","Hypoxanthine",3863975
"25767","Hypothalamus","C4","Hypoxanthine",1180096
"25768","Hypothalamus","C4","Hypoxanthine",3084048
"25769","Hypothalamus","Est","Hypoxanthine",1482935
"25770","Hypothalamus","Est","Hypoxanthine",1507140
"25771","Hypothalamus","Est","Hypoxanthine",1908936
"25772","Hypothalamus","Est","Hypoxanthine",2113750
"25773","Hypothalamus","Est","Hypoxanthine",2772496
"25774","Hypothalamus","Est","Hypoxanthine",1429752
"25775","Hypothalamus","Est","Hypoxanthine",2929356
"25776","Hypothalamus","Est","Hypoxanthine",1547796
"25777","Hippocampus","Control","Inosine",29082424
"25778","Hippocampus","Control","Inosine",36100732
"25779","Hippocampus","Control","Inosine",46506700
"25780","Hippocampus","Control","Inosine",36565500
"25781","Hippocampus","Control","Inosine",33056620
"25782","Hippocampus","Control","Inosine",38541820
"25783","Hippocampus","Control","Inosine",28769976
"25784","Hippocampus","Control","Inosine",18400376
"25785","Hippocampus","C4","Inosine",27771084
"25786","Hippocampus","C4","Inosine",49655740
"25787","Hippocampus","C4","Inosine",62560648
"25788","Hippocampus","C4","Inosine",31896870
"25789","Hippocampus","C4","Inosine",44599348
"25790","Hippocampus","C4","Inosine",28464474
"25791","Hippocampus","C4","Inosine",18591142
"25792","Hippocampus","C4","Inosine",16373750
"25793","Hippocampus","Est","Inosine",41682292
"25794","Hippocampus","Est","Inosine",38089896
"25795","Hippocampus","Est","Inosine",30761692
"25796","Hippocampus","Est","Inosine",23631130
"25797","Hippocampus","Est","Inosine",26226092
"25798","Hippocampus","Est","Inosine",9187950
"25799","Hippocampus","Est","Inosine",30177962
"25800","Hippocampus","Est","Inosine",29798450
"25801","Basal ganglia","Control","Inosine",20920892
"25802","Basal ganglia","Control","Inosine",19279922
"25803","Basal ganglia","Control","Inosine",21242348
"25804","Basal ganglia","Control","Inosine",16186085
"25805","Basal ganglia","Control","Inosine",23895756
"25806","Basal ganglia","Control","Inosine",24079128
"25807","Basal ganglia","Control","Inosine",16147572
"25808","Basal ganglia","Control","Inosine",9861717
"25809","Basal ganglia","C4","Inosine",11223014
"25810","Basal ganglia","C4","Inosine",13365323
"25811","Basal ganglia","C4","Inosine",26544050
"25812","Basal ganglia","C4","Inosine",19664850
"25813","Basal ganglia","C4","Inosine",13757649
"25814","Basal ganglia","C4","Inosine",15677385
"25815","Basal ganglia","C4","Inosine",14827934
"25816","Basal ganglia","C4","Inosine",14027046
"25817","Basal ganglia","Est","Inosine",24415268
"25818","Basal ganglia","Est","Inosine",19473432
"25819","Basal ganglia","Est","Inosine",19268464
"25820","Basal ganglia","Est","Inosine",18207768
"25821","Basal ganglia","Est","Inosine",9487342
"25822","Basal ganglia","Est","Inosine",4098392
"25823","Basal ganglia","Est","Inosine",12395986
"25824","Basal ganglia","Est","Inosine",18648702
